distribution,true_regime,tcm_like_label,count,row_fraction,entropy,normalized_entropy,qi_like_label,hidden_subtype
true_regime_to_tcm_like_label,balanced,damp_heat_like,17,0.010378510378510378,0.3469369901443251,0.14941762878370063,,
true_regime_to_tcm_like_label,balanced,liver_qi_stagnation_like,21,0.01282051282051282,0.3469369901443251,0.14941762878370063,,
true_regime_to_tcm_like_label,balanced,mixed_pattern_like,1566,0.9560439560439561,0.3469369901443251,0.14941762878370063,,
true_regime_to_tcm_like_label,balanced,spleen_qi_deficiency_like,13,0.007936507936507936,0.3469369901443251,0.14941762878370063,,
true_regime_to_tcm_like_label,balanced,yin_deficiency_like,21,0.01282051282051282,0.3469369901443251,0.14941762878370063,,
true_regime_to_tcm_like_label,digestive_instable,damp_heat_like,37,0.08788598574821853,1.4672879785873887,0.631926536320483,,
true_regime_to_tcm_like_label,digestive_instable,liver_qi_stagnation_like,21,0.0498812351543943,1.4672879785873887,0.631926536320483,,
true_regime_to_tcm_like_label,digestive_instable,mixed_pattern_like,274,0.6508313539192399,1.4672879785873887,0.631926536320483,,
true_regime_to_tcm_like_label,digestive_instable,spleen_qi_deficiency_like,84,0.1995249406175772,1.4672879785873887,0.631926536320483,,
true_regime_to_tcm_like_label,digestive_instable,yin_deficiency_like,5,0.011876484560570071,1.4672879785873887,0.631926536320483,,
true_regime_to_tcm_like_label,inflammatory,damp_heat_like,146,0.2961460446247465,1.9313866877911163,0.831802971006649,,
true_regime_to_tcm_like_label,inflammatory,liver_qi_stagnation_like,56,0.11359026369168357,1.9313866877911163,0.831802971006649,,
true_regime_to_tcm_like_label,inflammatory,mixed_pattern_like,220,0.4462474645030426,1.9313866877911163,0.831802971006649,,
true_regime_to_tcm_like_label,inflammatory,spleen_qi_deficiency_like,47,0.09533468559837728,1.9313866877911163,0.831802971006649,,
true_regime_to_tcm_like_label,inflammatory,yin_deficiency_like,24,0.0486815415821501,1.9313866877911163,0.831802971006649,,
true_regime_to_tcm_like_label,recovery,damp_heat_like,8,0.01568627450980392,0.26445841403555037,0.13222920701777519,,
true_regime_to_tcm_like_label,recovery,liver_qi_stagnation_like,1,0.00196078431372549,0.26445841403555037,0.13222920701777519,,
true_regime_to_tcm_like_label,recovery,mixed_pattern_like,492,0.9647058823529412,0.26445841403555037,0.13222920701777519,,
true_regime_to_tcm_like_label,recovery,spleen_qi_deficiency_like,9,0.01764705882352941,0.26445841403555037,0.13222920701777519,,
true_regime_to_tcm_like_label,recovery,yin_deficiency_like,0,0.0,0.26445841403555037,0.13222920701777519,,
true_regime_to_tcm_like_label,stressed_recoverable,damp_heat_like,64,0.0855614973262032,1.6402793342192654,0.70642985794047,,
true_regime_to_tcm_like_label,stressed_recoverable,liver_qi_stagnation_like,227,0.303475935828877,1.6402793342192654,0.70642985794047,,
true_regime_to_tcm_like_label,stressed_recoverable,mixed_pattern_like,404,0.5401069518716578,1.6402793342192654,0.70642985794047,,
true_regime_to_tcm_like_label,stressed_recoverable,spleen_qi_deficiency_like,36,0.0481283422459893,1.6402793342192654,0.70642985794047,,
true_regime_to_tcm_like_label,stressed_recoverable,yin_deficiency_like,17,0.022727272727272728,1.6402793342192654,0.70642985794047,,
true_regime_to_tcm_like_label,stuck_agitated,damp_heat_like,50,0.09578544061302682,1.8462063871870893,0.7951178123268497,,
true_regime_to_tcm_like_label,stuck_agitated,liver_qi_stagnation_like,229,0.4386973180076628,1.8462063871870893,0.7951178123268497,,
true_regime_to_tcm_like_label,stuck_agitated,mixed_pattern_like,178,0.34099616858237547,1.8462063871870893,0.7951178123268497,,
true_regime_to_tcm_like_label,stuck_agitated,spleen_qi_deficiency_like,50,0.09578544061302682,1.8462063871870893,0.7951178123268497,,
true_regime_to_tcm_like_label,stuck_agitated,yin_deficiency_like,15,0.028735632183908046,1.8462063871870893,0.7951178123268497,,
true_regime_to_tcm_like_label,stuck_depleted,damp_heat_like,51,0.10897435897435898,1.6939973748273764,0.729564958776018,,
true_regime_to_tcm_like_label,stuck_depleted,liver_qi_stagnation_like,27,0.057692307692307696,1.6939973748273764,0.729564958776018,,
true_regime_to_tcm_like_label,stuck_depleted,mixed_pattern_like,233,0.49786324786324787,1.6939973748273764,0.729564958776018,,
true_regime_to_tcm_like_label,stuck_depleted,spleen_qi_deficiency_like,151,0.32264957264957267,1.6939973748273764,0.729564958776018,,
true_regime_to_tcm_like_label,stuck_depleted,yin_deficiency_like,6,0.01282051282051282,1.6939973748273764,0.729564958776018,,
tcm_like_label_to_true_regime,balanced,damp_heat_like,17,0.045576407506702415,2.3997676638067333,0.8548144892373863,,
tcm_like_label_to_true_regime,digestive_instable,damp_heat_like,37,0.09919571045576407,2.3997676638067333,0.8548144892373863,,
tcm_like_label_to_true_regime,inflammatory,damp_heat_like,146,0.3914209115281501,2.3997676638067333,0.8548144892373863,,
tcm_like_label_to_true_regime,recovery,damp_heat_like,8,0.021447721179624665,2.3997676638067333,0.8548144892373863,,
tcm_like_label_to_true_regime,stressed_recoverable,damp_heat_like,64,0.17158176943699732,2.3997676638067333,0.8548144892373863,,
tcm_like_label_to_true_regime,stuck_agitated,damp_heat_like,50,0.13404825737265416,2.3997676638067333,0.8548144892373863,,
tcm_like_label_to_true_regime,stuck_depleted,damp_heat_like,51,0.13672922252010725,2.3997676638067333,0.8548144892373863,,
tcm_like_label_to_true_regime,balanced,liver_qi_stagnation_like,21,0.03608247422680412,1.951412552462261,0.6951071761998677,,
tcm_like_label_to_true_regime,digestive_instable,liver_qi_stagnation_like,21,0.03608247422680412,1.951412552462261,0.6951071761998677,,
tcm_like_label_to_true_regime,inflammatory,liver_qi_stagnation_like,56,0.09621993127147767,1.951412552462261,0.6951071761998677,,
tcm_like_label_to_true_regime,recovery,liver_qi_stagnation_like,1,0.001718213058419244,1.951412552462261,0.6951071761998677,,
tcm_like_label_to_true_regime,stressed_recoverable,liver_qi_stagnation_like,227,0.3900343642611684,1.951412552462261,0.6951071761998677,,
tcm_like_label_to_true_regime,stuck_agitated,liver_qi_stagnation_like,229,0.39347079037800686,1.951412552462261,0.6951071761998677,,
tcm_like_label_to_true_regime,stuck_depleted,liver_qi_stagnation_like,27,0.04639175257731959,1.951412552462261,0.6951071761998677,,
tcm_like_label_to_true_regime,balanced,mixed_pattern_like,1566,0.4651024651024651,2.3287174170128324,0.8295058806836001,,
tcm_like_label_to_true_regime,digestive_instable,mixed_pattern_like,274,0.08137808137808138,2.3287174170128324,0.8295058806836001,,
tcm_like_label_to_true_regime,inflammatory,mixed_pattern_like,220,0.06534006534006534,2.3287174170128324,0.8295058806836001,,
tcm_like_label_to_true_regime,recovery,mixed_pattern_like,492,0.14612414612414612,2.3287174170128324,0.8295058806836001,,
tcm_like_label_to_true_regime,stressed_recoverable,mixed_pattern_like,404,0.11998811998811999,2.3287174170128324,0.8295058806836001,,
tcm_like_label_to_true_regime,stuck_agitated,mixed_pattern_like,178,0.052866052866052865,2.3287174170128324,0.8295058806836001,,
tcm_like_label_to_true_regime,stuck_depleted,mixed_pattern_like,233,0.0692010692010692,2.3287174170128324,0.8295058806836001,,
tcm_like_label_to_true_regime,balanced,spleen_qi_deficiency_like,13,0.03333333333333333,2.3612672212628767,0.8411003548964251,,
tcm_like_label_to_true_regime,digestive_instable,spleen_qi_deficiency_like,84,0.2153846153846154,2.3612672212628767,0.8411003548964251,,
tcm_like_label_to_true_regime,inflammatory,spleen_qi_deficiency_like,47,0.12051282051282051,2.3612672212628767,0.8411003548964251,,
tcm_like_label_to_true_regime,recovery,spleen_qi_deficiency_like,9,0.023076923076923078,2.3612672212628767,0.8411003548964251,,
tcm_like_label_to_true_regime,stressed_recoverable,spleen_qi_deficiency_like,36,0.09230769230769231,2.3612672212628767,0.8411003548964251,,
tcm_like_label_to_true_regime,stuck_agitated,spleen_qi_deficiency_like,50,0.1282051282051282,2.3612672212628767,0.8411003548964251,,
tcm_like_label_to_true_regime,stuck_depleted,spleen_qi_deficiency_like,151,0.3871794871794872,2.3612672212628767,0.8411003548964251,,
tcm_like_label_to_true_regime,balanced,yin_deficiency_like,21,0.23863636363636365,2.3970747026167403,0.92731507785819,,
tcm_like_label_to_true_regime,digestive_instable,yin_deficiency_like,5,0.056818181818181816,2.3970747026167403,0.92731507785819,,
tcm_like_label_to_true_regime,inflammatory,yin_deficiency_like,24,0.2727272727272727,2.3970747026167403,0.92731507785819,,
tcm_like_label_to_true_regime,recovery,yin_deficiency_like,0,0.0,2.3970747026167403,0.92731507785819,,
tcm_like_label_to_true_regime,stressed_recoverable,yin_deficiency_like,17,0.19318181818181818,2.3970747026167403,0.92731507785819,,
tcm_like_label_to_true_regime,stuck_agitated,yin_deficiency_like,15,0.17045454545454544,2.3970747026167403,0.92731507785819,,
tcm_like_label_to_true_regime,stuck_depleted,yin_deficiency_like,6,0.06818181818181818,2.3970747026167403,0.92731507785819,,
true_regime_to_qi_like_label,balanced,,1561,0.9529914529914529,0.36700599841287485,0.1580608801887461,balanced_flow,
true_regime_to_qi_like_label,balanced,,19,0.0115995115995116,0.36700599841287485,0.1580608801887461,depleted,
true_regime_to_qi_like_label,balanced,,23,0.014041514041514042,0.36700599841287485,0.1580608801887461,heavy_damp_like,
true_regime_to_qi_like_label,balanced,,16,0.009768009768009768,0.36700599841287485,0.1580608801887461,hot_overactive,
true_regime_to_qi_like_label,balanced,,19,0.0115995115995116,0.36700599841287485,0.1580608801887461,stuck_agitated,
true_regime_to_qi_like_label,digestive_instable,,178,0.42280285035629456,2.0351468471470446,0.876490039303207,balanced_flow,
true_regime_to_qi_like_label,digestive_instable,,90,0.21377672209026127,2.0351468471470446,0.876490039303207,depleted,
true_regime_to_qi_like_label,digestive_instable,,90,0.21377672209026127,2.0351468471470446,0.876490039303207,heavy_damp_like,
true_regime_to_qi_like_label,digestive_instable,,28,0.0665083135391924,2.0351468471470446,0.876490039303207,hot_overactive,
true_regime_to_qi_like_label,digestive_instable,,35,0.0831353919239905,2.0351468471470446,0.876490039303207,stuck_agitated,
true_regime_to_qi_like_label,inflammatory,,251,0.5091277890466531,1.9044797409691454,0.8202147797610988,balanced_flow,
true_regime_to_qi_like_label,inflammatory,,69,0.13995943204868155,1.9044797409691454,0.8202147797610988,depleted,
true_regime_to_qi_like_label,inflammatory,,21,0.04259634888438134,1.9044797409691454,0.8202147797610988,heavy_damp_like,
true_regime_to_qi_like_label,inflammatory,,95,0.1926977687626775,1.9044797409691454,0.8202147797610988,hot_overactive,
true_regime_to_qi_like_label,inflammatory,,57,0.11561866125760649,1.9044797409691454,0.8202147797610988,stuck_agitated,
true_regime_to_qi_like_label,recovery,,491,0.9627450980392157,0.29523054435417573,0.1271488746805906,balanced_flow,
true_regime_to_qi_like_label,recovery,,1,0.00196078431372549,0.29523054435417573,0.1271488746805906,depleted,
true_regime_to_qi_like_label,recovery,,5,0.00980392156862745,0.29523054435417573,0.1271488746805906,heavy_damp_like,
true_regime_to_qi_like_label,recovery,,5,0.00980392156862745,0.29523054435417573,0.1271488746805906,hot_overactive,
true_regime_to_qi_like_label,recovery,,8,0.01568627450980392,0.29523054435417573,0.1271488746805906,stuck_agitated,
true_regime_to_qi_like_label,stressed_recoverable,,353,0.47192513368983957,1.7805302658924287,0.7668326464600546,balanced_flow,
true_regime_to_qi_like_label,stressed_recoverable,,63,0.08422459893048129,1.7805302658924287,0.7668326464600546,depleted,
true_regime_to_qi_like_label,stressed_recoverable,,20,0.026737967914438502,1.7805302658924287,0.7668326464600546,heavy_damp_like,
true_regime_to_qi_like_label,stressed_recoverable,,63,0.08422459893048129,1.7805302658924287,0.7668326464600546,hot_overactive,
true_regime_to_qi_like_label,stressed_recoverable,,249,0.33288770053475936,1.7805302658924287,0.7668326464600546,stuck_agitated,
true_regime_to_qi_like_label,stuck_agitated,,140,0.2681992337164751,2.048171691023486,0.8820995342333561,balanced_flow,
true_regime_to_qi_like_label,stuck_agitated,,89,0.17049808429118773,2.048171691023486,0.8820995342333561,depleted,
true_regime_to_qi_like_label,stuck_agitated,,19,0.03639846743295019,2.048171691023486,0.8820995342333561,heavy_damp_like,
true_regime_to_qi_like_label,stuck_agitated,,74,0.1417624521072797,2.048171691023486,0.8820995342333561,hot_overactive,
true_regime_to_qi_like_label,stuck_agitated,,200,0.3831417624521073,2.048171691023486,0.8820995342333561,stuck_agitated,
true_regime_to_qi_like_label,stuck_depleted,,151,0.32264957264957267,2.020132045674515,0.8700235162848626,balanced_flow,
true_regime_to_qi_like_label,stuck_depleted,,160,0.3418803418803419,2.020132045674515,0.8700235162848626,depleted,
true_regime_to_qi_like_label,stuck_depleted,,100,0.21367521367521367,2.020132045674515,0.8700235162848626,heavy_damp_like,
true_regime_to_qi_like_label,stuck_depleted,,23,0.049145299145299144,2.020132045674515,0.8700235162848626,hot_overactive,
true_regime_to_qi_like_label,stuck_depleted,,34,0.07264957264957266,2.020132045674515,0.8700235162848626,stuck_agitated,
qi_like_label_to_true_regime,balanced,,1561,0.49952,2.2147348757600755,0.7889044802845314,balanced_flow,
qi_like_label_to_true_regime,digestive_instable,,178,0.05696,2.2147348757600755,0.7889044802845314,balanced_flow,
qi_like_label_to_true_regime,inflammatory,,251,0.08032,2.2147348757600755,0.7889044802845314,balanced_flow,
qi_like_label_to_true_regime,recovery,,491,0.15712,2.2147348757600755,0.7889044802845314,balanced_flow,
qi_like_label_to_true_regime,stressed_recoverable,,353,0.11296,2.2147348757600755,0.7889044802845314,balanced_flow,
qi_like_label_to_true_regime,stuck_agitated,,140,0.0448,2.2147348757600755,0.7889044802845314,balanced_flow,
qi_like_label_to_true_regime,stuck_depleted,,151,0.04832,2.2147348757600755,0.7889044802845314,balanced_flow,
qi_like_label_to_true_regime,balanced,,19,0.038696537678207736,2.4001026467764555,0.8549338125787601,depleted,
qi_like_label_to_true_regime,digestive_instable,,90,0.18329938900203666,2.4001026467764555,0.8549338125787601,depleted,
qi_like_label_to_true_regime,inflammatory,,69,0.14052953156822812,2.4001026467764555,0.8549338125787601,depleted,
qi_like_label_to_true_regime,recovery,,1,0.002036659877800407,2.4001026467764555,0.8549338125787601,depleted,
qi_like_label_to_true_regime,stressed_recoverable,,63,0.12830957230142567,2.4001026467764555,0.8549338125787601,depleted,
qi_like_label_to_true_regime,stuck_agitated,,89,0.18126272912423624,2.4001026467764555,0.8549338125787601,depleted,
qi_like_label_to_true_regime,stuck_depleted,,160,0.3258655804480652,2.4001026467764555,0.8549338125787601,depleted,
qi_like_label_to_true_regime,balanced,,23,0.08273381294964029,2.278323038038541,0.8115550407031121,heavy_damp_like,
